"temp","CO2_av","CO2_med","Moving*","Modelled","CO2_scaled"
68,9.34883720930233,5,75.1635221406899,73.1565141434993,75.1635221406899
69,204,204,80.4682840454518,107.410405006545,80.4682840454518
71,207,207,83.424424396329,172.768335077663,83.424424396329
73,205,205,86.7466466185512,214.005618754462,86.7466466185512
76,181,181,88.9299799518845,200.553451213801,88.9299799518845
78,143,143,90.6216466185512,157.51997665148,90.6216466185512
79,116,116,92.8749799518845,131.62614057608,92.8749799518845
81,89,89,95.0565891472868,80.8217876140101,95.0565891472868
82,62,62,96.8333333333333,59.806277438223,96.8333333333333
85,40.5,40.5,85.9,25.9462254262756,85.9
88,35,35,75.1666666666667,23.9774402827759,75.1666666666667
89,34,34,65.0333333333333,27.3317959316749,65.0333333333333
90,33,33,57.1,31.5927706802772,57.1
92,33,33,52.6666666666667,40.1977224798002,52.6666666666667
93,34,34,51.0666666666667,43.2232720323255,51.0666666666667
95,36,36,52,45.3032826449446,52
96,40,40,55.3333333333333,45.6227115101837,55.3333333333333
97,46,46,60.8333333333333,46.4616373638083,60.8333333333333
98,53,53,67.2666666666667,48.569971167643,67.2666666666667
100,62,62,73.8666666666667,59.5945064732405,73.8666666666667
101,76.5,76.5,80.4666666666667,69.669242518809,80.4666666666667
102,92,92,86.8666666666667,81.9653060828262,86.8666666666667
104,103,103,92.7111111111111,108.030162497267,92.7111111111111
105,112,112,97.4944444444444,119.203328713221,97.4944444444444
106,123,123,101.794444444444,127.406569178685,101.794444444444
108,131.5,131.5,105.527777777778,132.527577764625,105.527777777778
109,133,133,108.727777777778,130.721111741841,108.727777777778
110,132,132,111.261111111111,127.088472594333,111.261111111111
111,129,129,112.827777777778,122.443515636434,112.827777777778
112,121.666666666667,122,113.294444444444,117.600096182477,113.294444444444
113,107.75,107.5,112.961111111111,113.232391590654,112.961111111111
114,104.5,104.5,111.961111111111,109.455867394584,111.961111111111
115,102,102,110.094444444444,106.246311171743,110.094444444444
120,101,101,107.594444444444,97.8556148676557,107.594444444444
122,100,100,104.794444444444,97.620677370302,104.794444444444
123,100,100,101.927777777778,98.0752177224484,101.927777777778
125,99,99,98.9944444444444,99.5701904840024,98.9944444444444
126,98,98,96.2833333333333,99.9612350046823,96.2833333333333
127,97,97,94.1666666666667,99.6453043568316,94.1666666666667
128,95,95,91.9333333333333,98.2703880941011,91.9333333333333
129,94,94,89.7333333333333,95.4844757701415,89.7333333333333
130,91,91,87.3666666666667,91.1321396718752,87.3666666666667
131,89,89,84.9666666666667,85.8442830193126,84.9666666666667
132,85,85,82.5222222222222,80.4483917657355,82.5222222222222
133,81,81,80.2888888888889,75.7719518644261,80.2888888888889
134,76,76,78.1555555555556,72.6424492686665,78.1555555555556
135,71,71,76.0666666666667,71.5787282749685,76.0666666666667
136,69,69,74.0333333333333,71.8650665527639,74.0333333333333
137,65.5,65.5,72,72.4771001147141,72
138,64,64,70.1466666666667,72.3904649734806,70.1466666666667
139,63.3333333333333,63,68.7466666666667,70.580797141725,68.7466666666667
140,65.5,65.5,68.0966666666667,66.4500232420182,68.0966666666667
141,66,66,68.2966666666667,61.1052323365691,68.2966666666667
142,65.6666666666667,66,69.7823809523809,56.079804097496,69.7823809523809
143,64.5,64.5,74.0098319327731,52.9071181969174,74.0098319327731
144,63.5,63.5,82.3209430438842,53.1205543069515,82.3209430438842
145,63.2,63,89.7542763772176,58.2534920997167,89.7542763772176
146,68,68,99.5209430438842,69.2561084629707,99.5209430438842
147,75.25,75,110.165387488329,84.7457691470286,110.165387488329
148,84,84,121.332054154995,102.756637117845,121.332054154995
149,98.2857142857143,98,133.132054154995,121.322875341374,133.132054154995
150,134.411764705882,130,145.620943043884,138.478646783571,145.620943043884
152,193.666666666667,193,159.320943043884,164.474035305244,159.320943043884
153,177,177,174.287609710551,174.577545228138,174.287609710551
155,210.5,210.5,190.074276377218,193.33673916829,190.074276377218
157,223,223,206.674276377218,215.952888927925,206.674276377218
158,233,233,223.924276377218,230.877593625174,223.924276377218
159,243,243,242.057609710551,248.863834185133,242.057609710551
160,253,253,261.438562091503,268.244575390301,261.438562091503
161,270,270,280.766666666667,286.845753268865,280.766666666667
162,288,288,298.288888888889,302.493303849014,298.288888888889
163,300,300,318.722222222222,313.013163158935,318.722222222222
164,317,317,345.875555555556,317.662490330834,345.875555555556
165,334,334,385.411787439614,321.423336912984,385.411787439614
166,356,356,423.754644582471,330.708977557677,423.754644582471
