,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),mass (ugC),mass std. (ugC),d13C (VPDB),d13C std. (VPDB),Fm,Fm std.
1,171.0,495.0,121.16748815343666,5.3314434114878235,6.4,0.064,-28.625999999999998,0.013000000000000001,1.0397,0.0015
2,495.0,636.0,128.50706936051918,6.371131527942763,44.3,0.443,-27.9,0.15,0.9962,0.0015
3,636.0,822.0,142.89902100929433,7.05649405851019,40.2,0.402,-27.553,0.012,0.9848,0.0017
4,822.0,2052.0,159.65216656244547,11.127474248962061,9.1,0.091,-26.495,0.012,0.9681,0.0016
