date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std,temp,bulk13,bulk14,d14C,d14C_err
1:00:01 AM,-1,0,0,0,0,0,0,-27.65,-96,,
1:02:49 AM,0,0,0,0,0,0,140,,,,
1:09:16 AM,1,0.127,-29.94418943,0.15,0.959253417,0.001561982,285,,,-48.71961238,1.561982208
1:12:01 AM,2,0.477,-27.96476603,0.15,0.928634289,0.001431175,355,,,-79.08424276,1.431175085
1:15:16 AM,3,0.235,-25.23207315,0.15,0.905699853,0.001681597,440,,,-101.8280555,1.681596859
1:28:19 AM,4,0.161,-24.89051775,0.15,0.760772211,0.001180923,750,,,-245.5511014,1.18092342
