,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),d13C (VPDB),d13C std. (VPDB)
1,168.0,555.0,125.7048482612052,6.556620314154476,-29.74090255628914,0.15
2,555.0,720.0,133.76719571290727,5.441805707232255,-28.037285070003914,0.15
3,720.0,915.0,150.5440718721545,8.465528888225846,-25.369228078048867,0.15
4,915.0,1698.0,180.83199175127365,16.405643630368587,-24.95944373278103,0.15
