date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std,temp,bulk13,bulk14,d14C,d14C_err
1:00:01 AM,-1,0,0,0,0,0,0,-26.16,-182.8,,
1:02:40 AM,0,0,0,0,0,0,140,,,,
1:09:01 AM,1,0.094,-28.4,0.15,0.8328,0.0015,280,,,-174.2,1.5
1:11:28 AM,2,0.335,-26.3,0.15,0.8400,0.0013,335,,,-167.1,1.3
1:13:07 AM,3,0.207,-24.9,0.15,0.8530,0.0015,375,,,-154.2,1.5
1:14:43 AM,4,0.119,-25.4,0.15,0.8535,0.0015,415,,,-153.7,1.5
1:16:10 AM,5,0.096,-25.2,0.15,0.8323,0.0013,455,,,-174.7,1.3
1:18:04 AM,6,0.079,-24.7,0.15,0.7927,0.0014,505,,,-214.0,1.4
1:28:04 AM,7,0.052,-23.6,0.15,0.3227,0.0008,750,,,-680.0,0.8
