,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),mass (ugC),mass std. (ugC),d13C (VPDB),d13C std. (VPDB),Fm,Fm std.
1,159.0,540.0,125.43928736847498,6.859720270039749,0.094,0.00094,-28.4,0.15,0.8328,0.0015
2,540.0,687.0,131.76936319869242,5.005272022700172,0.335,0.00335,-26.3,0.15,0.84,0.0013
3,687.0,786.0,141.87297059638945,6.865084323915453,0.207,0.00207,-24.9,0.15,0.853,0.0015
4,786.0,882.0,151.28455046830538,6.42852105552551,0.11900000000000001,0.00119,-25.4,0.15,0.8535,0.0015
5,882.0,969.0,160.67346331191862,5.680293792889646,0.096,0.00096,-25.2,0.15,0.8323,0.0013
6,969.0,1083.0,165.38792708027123,2.558933145679927,0.079,0.00079,-24.7,0.15,0.7927,0.0014
7,1083.0,1683.0,167.78229167216162,1.634327241857097,0.052000000000000005,0.0005200000000000001,-23.6,0.15,0.3227,0.0008
