,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),d13C (VPDB),d13C std. (VPDB)
1,159.0,540.0,125.43928736847498,6.859720270039749,-28.148295475853068,0.15
2,540.0,687.0,131.76936319869242,5.005272022700172,-26.29895383268055,0.15
3,687.0,786.0,141.87297059638945,6.865084323915453,-25.02419286819069,0.15
4,786.0,882.0,151.28455046830538,6.42852105552551,-25.45699359227427,0.15
5,882.0,969.0,160.67346331191862,5.680293792889646,-25.245453458730083,0.15
6,969.0,1083.0,165.38792708027123,2.558933145679927,-24.914352348600175,0.15
7,1083.0,1683.0,167.78229167216162,1.634327241857097,-24.55816386545695,0.15
