,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),mass (ugC),mass std. (ugC),d13C (VPDB),d13C std. (VPDB),Fm,Fm std.
1,153.0,441.0,121.14621427102061,6.375794711467472,10.0,0.1,-27.71983485,0.15,1.03747568,0.00159744
2,441.0,636.0,127.18278138839257,5.03204598558853,58.6,0.5860000000000001,-26.94621686,0.15,0.991183909,0.001526404
3,636.0,732.0,140.06127840277395,6.525311064787354,10.4,0.10400000000000001,-25.49534913,0.15,0.963070778,0.00158514
4,732.0,804.0,148.48223642447604,5.865766639909217,6.6,0.066,-25.10472113,0.15,0.944437271,0.00163751
5,804.0,906.0,155.8032692176196,5.253011219409497,6.7,0.067,-25.72554063,0.15,0.901211166,0.001613228
6,906.0,1659.0,179.30179204661943,20.099305259023797,5.9,0.059000000000000004,-25.04493113,0.15,0.727652603,0.002502576
