,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),d13C (VPDB),d13C std. (VPDB)
1,153.0,441.0,121.14621427102061,6.375794711467472,-27.40744146933194,0.15
2,441.0,636.0,127.18278138839257,5.03204598558853,-26.94572162556874,0.15
3,636.0,732.0,140.06127840277395,6.525311064787354,-25.606881488868805,0.15
4,732.0,804.0,148.48223642447604,5.865766639909217,-25.18886675146026,0.15
5,804.0,906.0,155.8032692176196,5.253011219409497,-25.84100128936384,0.15
6,906.0,1659.0,179.30179204661943,20.099305259023797,-25.20073463400263,0.15
