date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std,temp,bulk13,bulk14,d14C,d14C_err
1:00:01 AM,-1,0,0,0,0,0,0,-26.31,78.3,,
1:03:04 AM,0,0,0,0,0,0,140,,,,
1:09:22 AM,1,0.071,-27.0982219,0.15,1.064493412,0.001567688,290,,,55.64565944,1.567688307
1:11:34 AM,2,0.362,-27.0,,1.08541474,0.001825486,350,,,76.3930957,1.825485968
1:13:37 AM,3,0.372,-26.3043711,0.15,1.082606495,0.001525287,400,,,73.60819107,1.525286677
1:25:22 AM,4,0.187,-24.78199265,0.15,1.06456315,0.001540758,700,,,55.71481756,1.540758082
