,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),mass (ugC),mass std. (ugC),d13C (VPDB),d13C std. (VPDB),Fm,Fm std.
1,171.0,603.0,125.89929032664324,8.237497868745663,0.158,0.00158,-26.28,0.15,0.6879,0.0019
2,603.0,726.0,135.85560142226743,5.851031355239871,0.286,0.0028599999999999997,-26.28,0.15,0.7516,0.0017
3,726.0,840.0,146.856710094166,7.047095251059394,0.195,0.0019500000000000001,-26.28,0.15,0.73,0.0016
4,840.0,1551.0,167.04887895966525,14.446775307308844,0.331,0.0033100000000000004,-26.28,0.15,0.4139,0.0015
