,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),d13C (VPDB),d13C std. (VPDB)
1,171.0,603.0,125.89929032664324,8.237497868745663,-26.116584751240566,0.15
2,603.0,726.0,135.85560142226743,5.851031355239871,-26.32215737215715,0.15
3,726.0,840.0,146.856710094166,7.047095251059394,-26.37239261093727,0.15
4,840.0,1551.0,167.04887895966525,14.446775307308844,-26.377086753199166,0.15
