,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),d13C (VPDB),d13C std. (VPDB)
1,147.0,534.0,124.82670135571985,6.792986242767498,-29.715290258379824,0.15
2,534.0,699.0,132.71832023222296,5.237320591700457,-28.004180903814845,0.15
3,699.0,894.0,147.93686147913536,8.422870241722718,-25.392081141358712,0.15
4,894.0,1677.0,179.09343582850397,16.236677734802605,-24.960752704569543,0.15
