,0
t_max (s),591.3750000000001
t_mean (s),643.1574959491782
t_std (s),196.5340288955136
T_max (K),582.2750000000001
T_mean (K),604.6896747547225
T_std (K),81.27979147036605
max_rate (frac/s),0.0037482865217046907
max_rate (frac/K),0.011244859565114165
