date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std,temp,bulk13,bulk14,d14C,d14C_err
1:00:01 AM,-1,0,0,0,0,0,0,-26.05,-220.9,,
1:02:37 AM,0,0,0,0,0,0,140,,,,
1:08:46 AM,1,0.239,-26.05,0.15,0.773530612,0.0016,285,,,-233.3,1.6
1:11:10 AM,2,0.374,-26.28,0.15,0.791503625,0.0012,345,,,-215.2,1.2
1:13:40 AM,3,0.225,-26.28,0.15,0.781610871,0.0016,415,,,-225.1,1.6
1:15:10 AM,4,0.074,-26.28,0.15,0.76240459,0.0014,455,,,-244.05,1.4
1:17:04 AM,5,0.048,-26.28,0.15,0.70598681,,505,,,-300.265,
1:26:46 AM,6,0.042,-26.28,0.15,0.232456839,,743,,,-785.015,
