,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),mass (ugC),mass std. (ugC),d13C (VPDB),d13C std. (VPDB),Fm,Fm std.
1,156.0,525.0,122.36117242708926,8.03721873407277,0.239,0.0023899999999999998,-26.05,0.15,0.7731,0.0016
2,525.0,669.0,132.90697781101036,5.687428116843859,0.374,0.0037400000000000003,-26.28,0.15,0.7914,0.0012
3,669.0,819.0,145.31982461290673,7.6937506383037055,0.225,0.0022500000000000003,-26.28,0.15,0.7814,0.0016
4,819.0,909.0,158.94444421560112,5.9370392915347745,0.074,0.00074,-26.28,0.15,0.762,0.0014
5,909.0,1023.0,167.79796055456,6.574720154132139,0.048,0.00048,-26.28,0.15,0.705,
6,1023.0,1605.0,185.88714880888276,10.248997526170523,0.042,0.00042,-26.28,0.15,0.217,
