date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std,temp,bulk13,bulk14,d14C,d14C_err
1:00:01 AM,-1,0,0,0,0,0,0,-26.08,-292.5,,
1:02:43 AM,0,0,0,0,0,0,140,,,,
1:08:04 AM,1,0.119,-26.08,0.1,0.7984,0.0014,270,,,-208.2,1.4
1:09:49 AM,2,0.228,-26.08,0.1,0.7857,0.0016,310,,,-220.9,1.6
1:11:49 AM,3,0.295,-26.08,0.1,0.7577,0.0013,360,,,-248.6,1.3
1:25:22 AM,4,0.36,-26.08,0.1,0.5623,0.0012,700,,,-442.3,1.2
