,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),d13C (VPDB),d13C std. (VPDB)
1,162.0,483.0,119.71202468730843,8.574272137819007,-25.91343229630216,0.1
2,483.0,588.0,129.16708729326697,4.870369974020049,-26.080886707624316,0.1
3,588.0,708.0,137.86242229174763,6.047188146979063,-26.213768168678154,0.1
4,708.0,1521.0,166.65690952420582,20.920750317642188,-26.169261746891493,0.1
