date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std,temp,bulk13,bulk14,d14C,d14C_err
1:00:01 AM,-1,0,0,0,0,0,0,-26.05,-220.9,,
1:03:13 AM,0,0,0,0,0,0,140,,,,
1:10:25 AM,1,0.106,-26.05,0.15,0.7731,0.0016,285,,,-233.3,1.6
1:12:28 AM,2,0.351,-26.28,0.15,0.7914,0.0012,345,,,-215.2,1.2
1:14:22 AM,3,0.22,-26.28,0.15,0.7814,0.0016,395,,,-225.1,1.6
1:28:25 AM,4,0.264,-26.28,0.15,0.6996,0.0014,745,,,-306.2,1.4
