,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),mass (ugC),mass std. (ugC),d13C (VPDB),d13C std. (VPDB),Fm,Fm std.
1,192.0,624.0,126.80685089270848,8.096869491299225,0.158,0.00158,-26.28,0.15,0.6879,0.0019
2,624.0,747.0,137.18494044004223,6.0317094199248364,0.28600000000000003,0.0028600000000000006,-26.28,0.15,0.7516,0.0017
3,747.0,861.0,148.93652937425435,7.070249619281409,0.195,0.0019500000000000001,-26.28,0.15,0.73,0.0016
4,861.0,1704.0,167.89934703268028,13.780071313576892,0.331,0.0033100000000000004,-26.28,0.15,0.4139,0.0015
