,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),d13C (VPDB),d13C std. (VPDB)
1,192.0,624.0,126.80685089270848,8.096869491299225,-26.13440689948232,0.15
2,624.0,747.0,137.18494044004223,6.0317094199248364,-26.343320210299726,0.15
3,747.0,861.0,148.93652937425435,7.070249619281409,-26.36152420599003,0.15
4,861.0,1704.0,167.89934703268028,13.780071313576892,-26.387115478262004,0.15
