,0
t_max (s),622.5833333333334
t_mean (s),702.0009967995247
t_std (s),191.63495340084813
T_max (K),581.6777777777777
T_mean (K),618.6528387897839
T_std (K),79.87224474761797
max_rate (frac/s),0.002701745653500648
max_rate (frac/K),0.008105236960501944
