date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std,temp,bulk13,bulk14,d14C,d14C_err
1:00:01 AM,-1,0,0,0,0,0,0,-28.67,-148,,
1:02:22 AM,0,0,0,0,0,0,140,,,,
1:08:19 AM,1,0.084,-30.6674979,0.15,0.869108541,0.001352884,275,,,-139.4123768,1.352883895
1:10:25 AM,2,0.335,-30.32144835,0.15,0.886936756,0.001367262,330,,,-120.6451048,1.367262235
1:12:28 AM,3,0.257,-27.43920015,0.15,0.884795567,0.001372301,380,,,-122.8644945,1.372301134
1:27:04 AM,4,0.323,-25.8897171,0.15,0.786457933,0.001222,740,,,-225.0683637,1.221999974
