,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),mass (ugC),mass std. (ugC),d13C (VPDB),d13C std. (VPDB),Fm,Fm std.
1,141.0,462.0,118.09528009370949,8.861262010669646,0.119,0.0011899999999999999,-26.08,0.1,0.7984,0.0014
2,462.0,567.0,128.0792916136771,4.785056447437162,0.228,0.0022800000000000003,-26.08,0.1,0.7857,0.0016
3,567.0,687.0,135.94482155697165,6.000793497766234,0.295,0.00295,-26.08,0.1,0.7577,0.0013
4,687.0,1635.0,165.95192293353915,23.46341812311281,0.36,0.0036,-26.08,0.1,0.5623,0.0012
