,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),d13C (VPDB),d13C std. (VPDB)
1,192.0,624.0,127.54842068061882,7.992803675804475,-25.954632316828373,0.15
2,624.0,747.0,139.78489178912287,6.338010573522845,-26.399107742337,0.15
3,747.0,861.0,153.151877673862,6.815954476904241,-26.350206169044377,0.15
4,861.0,1704.0,169.9220192863709,11.986225561093537,-26.40885934138282,0.15
