,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),mass (ugC),mass std. (ugC),d13C (VPDB),d13C std. (VPDB),Fm,Fm std.
1,192.0,624.0,127.54842068061882,7.992803675804475,0.106,0.00106,-26.05,0.15,0.7731,0.0016
2,624.0,747.0,139.78489178912287,6.338010573522845,0.35100000000000003,0.0035100000000000005,-26.28,0.15,0.7914,0.0012
3,747.0,861.0,153.151877673862,6.815954476904241,0.22,0.0022,-26.28,0.15,0.7814,0.0016
4,861.0,1704.0,169.9220192863709,11.986225561093537,0.264,0.00264,-26.28,0.15,0.6996,0.0014
