date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std,temp,bulk13,bulk14,d14C,d14C_err
1:00:01 AM,-1,0,0,0,0,0,0,,-23,,
1:02:58 AM,0,0,0,0,0,0,140,,,,
1:07:58 AM,1,0.16,-28.626,0.013,1.0397,0.0015,260,,,31.02516197,1.477347648
1:10:34 AM,2,0.366,-27.9,0.15,0.9962,0.0015,320,,,-12.1189769,1.477027407
1:13:37 AM,3,0.349,-27.553,0.012,0.9848,0.0017,400,,,-23.34695266,1.738040468
1:27:34 AM,4,0.126,-26.495,0.012,0.9681,0.0016,891,,,-39.99320913,1.610616859
