,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),d13C (VPDB),d13C std. (VPDB)
1,177.0,477.0,120.61532098999409,5.378333482547621,-28.34528190097929,0.013
2,477.0,633.0,127.7806713606362,6.469320193007153,-27.903749675494694,0.15
3,633.0,816.0,142.68899322850393,6.965828349308388,-27.609719913581298,0.012
4,816.0,1653.0,158.91744951191575,10.22017197205741,-26.666455926640744,0.012
