date_time,fraction,ug_frac,d13C,d13C_std,Fm,Fm_std,temp,bulk13,bulk14,d14C,d14C_err
1:00:01 AM,-1,0,0,0,0,0,0,-26.55352039,71.4,,
1:02:40 AM,0,0,0,0,0,0,140,,,,
1:07:10 AM,1,2.6,-28.03434413,0.011756298,1.100399341,0.0017,240,,,92.3,1.7
1:10:16 AM,2,24.2,-26.45521475,0.012960727,1.093605444,0.0018,315,,,84.7,1.8
1:13:40 AM,3,37.6,-26.47392568,0.012727425,1.072167942,0.0016,400,,,63.5,1.6
1:27:10 AM,4,35.7,-26.07604708,0.012084893,1.064415071,0.0016,750,,,58,1.6
