,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),d13C (VPDB),d13C std. (VPDB)
1,162.0,519.0,123.78576091603978,6.50111821888816,-30.45785789941813,0.15
2,519.0,645.0,132.15890564419058,6.269477375265735,-30.34294979706098,0.15
3,645.0,768.0,143.07218918374542,6.146468598978579,-27.512122901268032,0.15
4,768.0,1668.0,155.95705564462247,8.413497546224335,-26.05607216045913,0.15
