,t0 (s),tf (s),E (kJ/mol),E std. (kJ/mol),d13C (VPDB),d13C std. (VPDB)
1,141.0,462.0,118.09528009370949,8.861262010669646,-25.902683567789463,0.1
2,462.0,567.0,128.0792916136771,4.785056447437162,-26.03881742022707,0.1
3,567.0,687.0,135.94482155697165,6.000793497766234,-26.212338857829586,0.1
4,687.0,1635.0,165.95192293353915,23.46341812311281,-26.171204407769988,0.1
